timestamp,config_json,valid,reliability,cum_cpu_time,combined_score,n_solved,status_counts_json
1784047165.717,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,4.1372,1.060047,117,"{""solved"": 117, ""unsolved"": 4}"
1784047235.450,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,4.1372,1.060047,117,"{""solved"": 117, ""unsolved"": 4}"
1784053290.921,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,4.1372,1.060047,117,"{""solved"": 117, ""unsolved"": 4}"
1784054422.480,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,4.1372,1.060047,117,"{""solved"": 117, ""unsolved"": 4}"
1784055022.372,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,4.1372,1.060047,117,"{""solved"": 117, ""unsolved"": 4}"
1784055061.635,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,29.0549,0.993724,114,"{""solved"": 114, ""unsolved"": 7}"
1784055074.814,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,4.1372,1.060047,117,"{""solved"": 117, ""unsolved"": 4}"
1784055101.671,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,29.0549,0.993724,114,"{""solved"": 114, ""unsolved"": 7}"
1784055116.065,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,29.0549,0.993724,114,"{""solved"": 114, ""unsolved"": 7}"
1784055154.580,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,29.0549,0.993724,114,"{""solved"": 114, ""unsolved"": 7}"
1784055186.198,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.280992,201.6483,0.280992,34,"{""solved"": 34, ""unsolved"": 79, ""timeout"": 8}"
1784055205.712,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,29.0549,0.993724,114,"{""solved"": 114, ""unsolved"": 7}"
1784055243.936,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.958678,2.8624,1.053907,116,"{""solved"": 116, ""unsolved"": 5}"
1784055245.610,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,4.4361,1.059549,117,"{""solved"": 117, ""unsolved"": 4}"
1784055305.291,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,11.0829,1.023677,114,"{""solved"": 114, ""unsolved"": 7}"
1784056250.698,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,0.0826,1.066804,117,"{""solved"": 117, ""unsolved"": 4}"
1784056321.644,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.966942,0.0995,1.066776,117,"{""solved"": 117, ""unsolved"": 4}"
1784056368.337,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,9.4691,1.026367,114,"{""solved"": 114, ""unsolved"": 7}"
1784056407.478,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,9.1164,1.026955,114,"{""solved"": 114, ""unsolved"": 7}"
1784056489.469,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.280992,173.2782,0.280992,34,"{""solved"": 34, ""unsolved"": 68, ""timeout"": 8, ""crash"": 11}"
1784056563.237,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.727273,10.8964,0.809112,88,"{""solved"": 88, ""unsolved"": 33}"
1784056612.941,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.942149,0.1672,1.041870,114,"{""solved"": 114, ""unsolved"": 7}"
